gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,37,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,82.35,3046.95,No
Male,1,Yes,No,49,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Two year,No,Electronic check,96.15,4711.35,No
Female,0,No,No,66,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),61.21,4039.86,No
Male,1,No,Yes,36,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,77.48,2789.28,No
Female,0,No,No,54,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.87,2854.98,No
Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,50.67,1317.42,No
Female,0,Yes,Yes,40,No,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,93.67,3746.8,No
Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,63.39,2725.77,No
Female,0,No,Yes,22,Yes,No,No,No internet service,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),39.22,862.8399999999999,No
Female,1,No,No,20,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,38.19,763.8,Yes
Male,1,No,No,8,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),103.92,831.36,No
Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.78,2487.62,No
Male,0,No,Yes,40,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,72.6,2904.0,No
Female,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.09,1742.7,No
Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,61.08,3359.4,Yes
Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),23.74,379.84,No
Female,0,Yes,Yes,46,No,No phone service,DSL,No,No,No,No internet service,No,No,Two year,No,Bank transfer (automatic),63.49,2920.54,No
Male,0,No,No,62,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,97.55,6048.099999999999,Yes
Male,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),56.8,397.59999999999997,No
Female,0,Yes,Yes,45,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),56.36,2536.2,Yes
Male,0,No,No,59,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),19.57,1154.63,Yes
Male,0,No,Yes,56,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.78,3571.6800000000003,No
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),20.53,985.44,No
Male,1,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),75.03,2025.81,No
Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,68.68,3640.0400000000004,No
Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,102.0,3570.0,No
Female,0,Yes,Yes,51,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),76.18,3885.1800000000003,No
Female,0,No,Yes,37,Yes,No,No,No internet service,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),50.34,1862.5800000000002,Yes
Female,1,Yes,Yes,57,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,69.62,3968.34,No
Female,0,Yes,Yes,8,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.97,703.76,No
Male,0,Yes,No,20,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.4,548.0,No
Female,0,No,Yes,53,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.11,4245.83,Yes
Female,1,No,Yes,12,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),109.66,1315.92,No
Female,1,Yes,Yes,49,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),47.91,2347.5899999999997,No
Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.66,1371.22,Yes
Female,0,Yes,Yes,64,Yes,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.13,6408.32,Yes
Male,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.18,2905.5600000000004,Yes
Female,1,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,89.8,2604.2,No
Male,0,No,No,19,Yes,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),49.1,932.9,No
Male,1,Yes,No,11,Yes,Yes,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),48.61,534.71,No
Female,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,84.76,4238.0,No
Male,0,Yes,Yes,71,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),88.54,6286.34,No
Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),111.7,6478.6,No
Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,40.48,1376.32,No
Female,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,64.82,1296.3999999999999,Yes
Male,0,No,Yes,50,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,43.05,2152.5,No
Male,0,Yes,Yes,10,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),26.01,260.1,No
Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),58.32,1866.24,No
Female,0,Yes,Yes,52,Yes,Yes,No,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,55.41,2881.3199999999997,Yes
Male,0,Yes,Yes,15,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),45.04,675.6,No
Female,1,No,Yes,3,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,No,Mailed check,47.7,143.10000000000002,No
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.04,1999.48,No
Female,1,No,Yes,40,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),116.88,4675.2,No
Male,1,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),96.3,2018.4899999999998,No
Male,0,Yes,Yes,56,Yes,No phone service,No,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Electronic check,25.14,1407.8400000000001,Yes
Male,0,No,Yes,23,No,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,105.24,2420.52,Yes
Female,0,No,Yes,11,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,81.33,2018.4899999999998,Yes
Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,107.06,6851.84,No
Female,0,No,Yes,8,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),52.17,417.36,Yes
Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Mailed check,64.45,3609.2000000000003,Yes
Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,107.62,6457.200000000001,Yes
Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,One year,No,Electronic check,45.26,452.59999999999997,No
Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,109.55,4272.45,No
Female,0,No,Yes,28,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,100.85,2823.7999999999997,No
Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),116.06,5686.9400000000005,Yes
Male,0,Yes,Yes,36,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),50.43,1815.48,No
Female,1,No,Yes,13,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,41.58,540.54,No
Male,0,Yes,No,36,Yes,No phone service,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,51.09,1839.2400000000002,Yes
Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,113.46,2949.96,No
Female,1,No,No,4,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),51.31,205.24,No
Female,1,No,No,64,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),74.52,4769.28,Yes
Male,1,No,Yes,38,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),58.37,2218.06,Yes
Female,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,57.62,1267.6399999999999,No
Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),37.34,74.68,Yes
Female,0,No,No,31,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,71.71,2223.0099999999998,No
Male,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,102.94,1132.34,No
Female,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),22.95,1055.7,No
Male,0,No,Yes,62,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,106.92,6629.04,No
Male,0,No,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,84.55,5833.95,No
Male,0,No,Yes,64,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),79.67,5098.88,No
Female,0,Yes,No,10,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),80.59,805.9000000000001,Yes
Male,0,Yes,Yes,40,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.63,1905.2,No
Male,0,No,Yes,24,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.51,1428.24,Yes
Female,0,No,No,44,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,97.93,4308.92,No
Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Mailed check,48.64,2918.4,No
Male,1,Yes,No,62,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),65.0,4030.0,Yes
Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,19.96,339.32,Yes
Female,0,No,No,65,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),91.36,5938.4,No
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),59.77,3406.8900000000003,No
Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.54,3879.7000000000003,No
Female,0,Yes,Yes,53,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.47,1561.9099999999999,No
Female,0,Yes,No,56,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,117.17,6561.52,Yes
Male,0,No,Yes,9,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,48.25,434.25,No
Female,0,No,Yes,22,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,81.5,1793.0,No
Male,1,No,Yes,13,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,76.12,989.5600000000001,No
Male,0,No,No,48,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.51,4632.4800000000005,No
Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),47.38,852.84,No
Female,1,Yes,Yes,40,Yes,No phone service,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,93.59,3743.6000000000004,No
Male,1,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,56.25,956.25,No
Male,0,No,Yes,15,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),59.12,886.8,No
Female,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,85.27,1279.05,No
Male,0,No,Yes,63,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,96.43,6075.09,No
Male,0,Yes,Yes,39,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),84.69,3302.91,Yes
Female,0,No,No,13,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,107.99,1403.87,Yes
Male,0,No,Yes,32,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,46.52,1488.64,No
Male,0,Yes,No,9,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),108.06,972.54,No
Male,1,No,No,40,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.09,1243.6,Yes
Female,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),83.95,1679.0,No
Female,0,Yes,Yes,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.76,4583.88,No
Female,0,No,Yes,44,Yes,No phone service,No,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.46,2968.24,No
Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,49.09,1865.42,No
Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Mailed check,68.37,4102.200000000001,No
Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),34.18,2426.78,No
Male,0,Yes,Yes,48,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),54.93,2636.64,No
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,27.87,501.66,No
Female,0,Yes,Yes,16,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),75.18,1202.88,Yes
Female,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,27.58,1516.8999999999999,No
Male,0,No,No,39,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,34.03,1327.17,No
Male,0,No,Yes,68,No,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,26.55,1805.4,Yes
Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),56.13,3311.67,No
Female,1,No,Yes,62,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,102.2,6336.400000000001,Yes
Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),108.69,1412.97,Yes
Female,0,No,Yes,6,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),25.19,151.14000000000001,No
Female,0,Yes,No,60,No,Yes,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),81.46,4887.599999999999,No
Male,0,Yes,Yes,14,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.44,1210.1599999999999,Yes
Female,0,No,Yes,54,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Electronic check,71.38,3854.5199999999995,No
Female,0,No,Yes,4,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),84.7,338.8,No
Female,0,Yes,Yes,39,No,No phone service,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),41.37,1613.4299999999998,Yes
Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,66.96,1673.9999999999998,Yes
Female,1,Yes,Yes,32,Yes,Yes,No,Yes,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),57.09,1826.88,Yes
Male,0,No,No,59,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),26.97,1591.23,No
Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.56,5075.28,No
Female,1,No,Yes,38,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.52,2565.7599999999998,No
Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,45.52,2412.56,No
Female,1,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),65.37,4379.79,No
Female,0,Yes,Yes,28,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,95.53,2674.84,No
Male,0,No,Yes,3,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,98.17,294.51,No
Male,0,No,Yes,22,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.95,1824.9,No
Female,0,No,Yes,38,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,64.77,2461.2599999999998,No
Female,0,No,Yes,62,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,75.57,4685.339999999999,No
Female,0,No,Yes,57,Yes,No,No,No,No internet service,No,No,No,No internet service,One year,No,Bank transfer (automatic),56.5,3220.5,Yes
Male,0,Yes,Yes,6,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),30.66,183.96,No
Female,0,No,Yes,32,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.56,1809.92,No
Female,0,No,No,10,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,No,Mailed check,71.03,710.3,Yes
Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,77.88,233.64,No
Male,1,No,Yes,59,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),111.58,6583.22,No
Female,1,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,95.73,4690.77,No
Female,0,No,No,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),33.2,1958.8000000000002,Yes
Male,0,Yes,No,31,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Mailed check,35.42,2018.4899999999998,No
Female,0,Yes,Yes,69,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),28.05,1935.45,No
Female,0,No,No,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,91.82,5692.839999999999,Yes
Male,0,No,Yes,52,No,No,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.61,4607.72,Yes
Female,0,No,Yes,41,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),116.64,4782.24,No
Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),70.2,2176.2000000000003,Yes
Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),100.64,2214.08,Yes
Female,0,Yes,Yes,4,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,75.64,302.56,No
Female,0,No,Yes,13,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),105.41,1370.33,No
Female,0,Yes,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),90.1,4054.4999999999995,No
Female,1,Yes,Yes,42,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,82.29,2018.4899999999998,No
Male,0,No,No,49,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,74.51,3650.9900000000002,Yes
Female,0,Yes,Yes,20,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),90.3,1806.0,No
Male,0,Yes,Yes,54,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),59.97,3238.38,Yes
Female,0,No,Yes,36,No,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),27.66,995.76,Yes
Female,0,Yes,Yes,1,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),22.0,22.0,No
Female,0,No,Yes,15,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,65.9,988.5000000000001,No
Male,0,No,Yes,17,Yes,No phone service,No,No,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),77.93,1324.8100000000002,No
Female,0,No,No,24,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,25.88,621.12,Yes
Female,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),46.69,2708.02,No
Female,0,No,Yes,23,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50.2,1154.6000000000001,No
Female,1,Yes,No,46,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,74.28,3416.88,No
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,45.85,366.8,Yes
Female,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,27.56,1626.04,Yes
Male,1,No,Yes,59,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Credit card (automatic),34.49,2034.91,No
Male,0,Yes,Yes,13,No,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.39,460.07,No
Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),102.27,3988.5299999999997,No
Male,0,No,Yes,28,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.43,1300.04,No
Male,0,No,Yes,61,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,89.47,5457.67,No
Male,1,Yes,Yes,16,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,74.78,1196.48,No
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Electronic check,115.7,231.4,No
Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),45.28,2018.4899999999998,No
Male,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),33.84,1015.2,No
Male,0,Yes,Yes,13,Yes,No phone service,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,23.2,301.59999999999997,No
Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,42.1,547.3000000000001,No
